"Notes"	"Cancer Sites"	"Cancer Sites Code"	"Year"	"Year Code"	"States"	"States Code"	Count	Population	Age-Adjusted Rate
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"New Mexico"	"35"	972	1903808	51.1
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"New York"	"36"	14125	19171567	69.9
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"North Carolina"	"37"	7143	8553152	82.2
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"North Dakota"	"38"	445	644705	61.4
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"Ohio"	"39"	10152	11452251	82.4
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"Oklahoma"	"40"	3254	3525233	86.6
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"Oregon"	"41"	2787	3569463	73.5
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"Pennsylvania"	"42"	11163	12410722	75.5
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"Rhode Island"	"44"	968	1074579	80.8
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"South Carolina"	"45"	3492	4210921	79.5
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"South Dakota"	"46"	563	770396	66.5
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"Tennessee"	"47"	5557	5910809	89.8
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"Texas"	"48"	13827	22394023	73.6
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"Utah"	"49"	567	2401580	32.5
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"Vermont"	"50"	480	619920	70.9
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"Virginia"	"51"	5456	7475575	75.5
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"Washington"	"53"	4308	6178645	72.7
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"West Virginia"	"54"	2114	1816438	94.8
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"Wisconsin"	"55"	4072	5514026	70.3
	"Respiratory System"	"22010-22060"	"2004"	"2004"	"Wyoming"	"56"	300	509106	57.9
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Alabama"	"01"	4076	4565917	82.2
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Alaska"	"02"	356	666946	82.8
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Arizona"	"04"	3792	5839077	62.4
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Arkansas"	"05"	2791	2781097	89.8
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"California"	"06"	18785	35827943	58.5
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Colorado"	"08"	2140	4631888	53.5
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Connecticut"	"09"	2802	3506956	72.4
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Delaware"	"10"	828	845150	89.8
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"District of Columbia"	"11"	390	567136	69.6
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Florida"	"12"	17761	17842038	77.9
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Georgia"	"13"	6157	8925922	79.8
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Hawaii"	"15"	822	1292729	57.7
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Idaho"	"16"	876	1428241	64.5
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Illinois"	"17"	9705	12609903	77.6
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Indiana"	"18"	5433	6278616	84.8
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Iowa"	"19"	2590	2964454	75.9
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Kansas"	"20"	2032	2745299	70.8
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Kentucky"	"21"	4766	4182742	107.8
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Louisiana"	"22"	3701	4411396	84.4
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Maine"	"23"	1358	1318787	86.4
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Maryland"	"24"	4015	5592379	73.6
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Massachusetts"	"25"	5496	6403290	79.3
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Michigan"	"26"	8470	10051137	81.3
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Minnesota"	"27"	3154	5119598	61.9
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Mississippi"	"28"	2474	2876229	84.4
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Missouri"	"29"	5597	5790300	89.2
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Montana"	"30"	770	940102	72.9
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Nebraska"	"31"	1287	1761497	69.3
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Nevada"	"32"	1728	2432143	75.2
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"New Hampshire"	"33"	1088	1298492	80.4
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"New Jersey"	"34"	6545	8651974	71.1
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"New Mexico"	"35"	1025	1932274	52.2
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"New York"	"36"	14196	19132610	69.7
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"North Carolina"	"37"	7496	8705407	84.1
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"North Dakota"	"38"	493	646089	67.9
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Ohio"	"39"	10225	11463320	82.2
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Oklahoma"	"40"	3327	3548597	87.5
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Oregon"	"41"	2881	3613202	74.3
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Pennsylvania"	"42"	11460	12449990	76.9
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Rhode Island"	"44"	946	1067916	80.5
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"South Carolina"	"45"	3733	4270150	83.0
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"South Dakota"	"46"	559	775493	64.7
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Tennessee"	"47"	5743	5991057	90.5
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Texas"	"48"	14144	22773020	73.2
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Utah"	"49"	610	2457719	33.9
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Vermont"	"50"	514	621215	75.2
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Virginia"	"51"	5631	7577105	76.1
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Washington"	"53"	4406	6257305	72.8
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"West Virginia"	"54"	2284	1820492	101.1
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Wisconsin"	"55"	3986	5546166	67.8
	"Respiratory System"	"22010-22060"	"2005"	"2005"	"Wyoming"	"56"	312	514157	58.8
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Alabama"	"01"	4146	4628981	81.5
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Alaska"	"02"	378	675302	82.0
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Arizona"	"04"	3747	6029141	59.6
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Arkansas"	"05"	2688	2821761	84.4
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"California"	"06"	18773	36021202	57.7
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Colorado"	"08"	2187	4720423	52.7
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Connecticut"	"09"	2894	3517460	73.9
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Delaware"	"10"	862	859268	90.9
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"District of Columbia"	"11"	383	570681	69.1
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Florida"	"12"	17490	18166990	75.4
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Georgia"	"13"	6347	9155813	79.0
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Hawaii"	"15"	803	1309731	55.4
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Idaho"	"16"	852	1468669	60.2
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Illinois"	"17"	9922	12643955	78.6
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Indiana"	"18"	5651	6332669	87.1
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Iowa"	"19"	2554	2982644	74.1
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Kansas"	"20"	2011	2762931	69.6
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Kentucky"	"21"	4913	4219239	109.0
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Louisiana"	"22"	3719	4302665	85.4
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Maine"	"23"	1381	1323619	86.8
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Maryland"	"24"	4026	5627367	72.3
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Massachusetts"	"25"	5419	6410084	77.6
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Michigan"	"26"	8465	10036081	80.0
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Minnesota"	"27"	3134	5163555	60.2
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Mississippi"	"28"	2559	2904978	85.9
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Missouri"	"29"	5560	5842704	87.1
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Montana"	"30"	759	952692	70.1
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Nebraska"	"31"	1293	1772693	68.6
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Nevada"	"32"	1893	2522658	79.2
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"New Hampshire"	"33"	1068	1308389	76.8
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"New Jersey"	"34"	6618	8661679	71.3
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"New Mexico"	"35"	1011	1962137	50.1
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"New York"	"36"	14362	19104631	70.3
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"North Carolina"	"37"	7593	8917270	82.4
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"North Dakota"	"38"	435	649422	59.5
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Ohio"	"39"	10321	11481213	81.8
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Oklahoma"	"40"	3428	3594090	88.2
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Oregon"	"41"	2829	3670883	70.8
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Pennsylvania"	"42"	11382	12510809	75.6
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Rhode Island"	"44"	930	1063096	78.1
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"South Carolina"	"45"	3773	4357847	80.5
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"South Dakota"	"46"	569	783033	64.8
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Tennessee"	"47"	5798	6088766	89.0
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Texas"	"48"	13963	23359580	69.9
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Utah"	"49"	621	2525507	32.5
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Vermont"	"50"	605	622892	86.6
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Virginia"	"51"	5522	7673725	73.2
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Washington"	"53"	4429	6370753	71.3
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"West Virginia"	"54"	2232	1827912	97.4
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Wisconsin"	"55"	4124	5577655	69.3
	"Respiratory System"	"22010-22060"	"2006"	"2006"	"Wyoming"	"56"	302	522667	56.2
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Alabama"	"01"	4197	4672840	81.1
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Alaska"	"02"	361	680300	73.7
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Arizona"	"04"	3864	6167681	59.7
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Arkansas"	"05"	2875	2848650	89.3
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"California"	"06"	18685	36250311	56.4
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Colorado"	"08"	2362	4803868	54.7
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Connecticut"	"09"	2872	3527270	72.2
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Delaware"	"10"	795	871749	81.1
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"District of Columbia"	"11"	370	574404	66.4
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Florida"	"12"	17390	18367842	73.6
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Georgia"	"13"	6602	9349988	79.5
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Hawaii"	"15"	848	1315675	56.3
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Idaho"	"16"	887	1505105	60.6
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Illinois"	"17"	10065	12695866	78.5
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Indiana"	"18"	5649	6379599	85.1
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Iowa"	"19"	2583	2999212	73.7
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Kansas"	"20"	2052	2783785	69.7
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Kentucky"	"21"	4942	4256672	106.6
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Louisiana"	"22"	3744	4375581	83.9
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Maine"	"23"	1370	1327040	83.6
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Maryland"	"24"	4066	5653408	72.0
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Massachusetts"	"25"	5391	6431559	76.2
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Michigan"	"26"	8778	10001284	81.6
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Minnesota"	"27"	3266	5207203	61.8
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Mississippi"	"28"	2745	2928350	90.5
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Missouri"	"29"	5368	5887612	82.7
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Montana"	"30"	802	964706	70.8
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Nebraska"	"31"	1394	1783440	72.6
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Nevada"	"32"	1807	2601072	73.0
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"New Hampshire"	"33"	1078	1312540	76.2
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"New Jersey"	"34"	6600	8677885	70.4
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"New Mexico"	"35"	1059	1990070	51.2
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"New York"	"36"	14524	19132335	70.1
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"North Carolina"	"37"	7735	9118037	81.1
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"North Dakota"	"38"	444	652822	59.8
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Ohio"	"39"	10283	11500468	80.4
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Oklahoma"	"40"	3437	3634349	87.2
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Oregon"	"41"	2798	3722417	68.2
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Pennsylvania"	"42"	11645	12563937	76.4
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Rhode Island"	"44"	974	1057315	80.8
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"South Carolina"	"45"	3911	4444110	81.1
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"South Dakota"	"46"	587	791623	65.2
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Tennessee"	"47"	5696	6175727	85.1
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Texas"	"48"	14349	23831983	69.8
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Utah"	"49"	601	2597746	31.0
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Vermont"	"50"	560	623481	77.5
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Virginia"	"51"	5438	7751000	70.5
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Washington"	"53"	4223	6461587	65.9
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"West Virginia"	"54"	2179	1834052	94.1
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Wisconsin"	"55"	4131	5610775	68.1
	"Respiratory System"	"22010-22060"	"2007"	"2007"	"Wyoming"	"56"	292	534876	52.9
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Alabama"	"01"	4472	4718206	84.7
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Alaska"	"02"	373	687455	75.9
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Arizona"	"04"	3874	6280362	58.2
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Arkansas"	"05"	2859	2874554	86.6
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"California"	"06"	18521	36604337	54.4
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Colorado"	"08"	2434	4889730	54.6
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Connecticut"	"09"	2885	3545579	71.4
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Delaware"	"10"	825	883874	82.0
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"District of Columbia"	"11"	360	580236	64.1
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Florida"	"12"	17822	18527305	73.7
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Georgia"	"13"	6723	9504843	78.2
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Hawaii"	"15"	867	1332213	56.4
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Idaho"	"16"	918	1534320	60.4
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Illinois"	"17"	10077	12747038	77.1
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Indiana"	"18"	5758	6424806	85.0
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Iowa"	"19"	2631	3016734	74.3
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Kansas"	"20"	2045	2808076	68.5
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Kentucky"	"21"	5128	4289878	108.7
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Louisiana"	"22"	3822	4435586	83.6
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Maine"	"23"	1373	1330509	82.4
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Maryland"	"24"	4137	5684965	71.6
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Massachusetts"	"25"	5507	6468967	76.5
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Michigan"	"26"	8422	9946889	76.8
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Minnesota"	"27"	3318	5247018	60.9
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Mississippi"	"28"	2799	2947806	91.1
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Missouri"	"29"	5486	5923916	82.8
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Montana"	"30"	741	976415	64.2
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Nebraska"	"31"	1291	1796378	66.6
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Nevada"	"32"	1884	2653630	74.1
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"New Hampshire"	"33"	1125	1315906	77.4
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"New Jersey"	"34"	6601	8711090	69.3
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"New Mexico"	"35"	1046	2010662	49.1
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"New York"	"36"	14839	19212436	70.7
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"North Carolina"	"37"	7876	9309449	79.8
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"North Dakota"	"38"	432	657569	57.1
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Ohio"	"39"	10419	11515391	80.0
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Oklahoma"	"40"	3464	3668976	86.0
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Oregon"	"41"	2899	3768748	68.9
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Pennsylvania"	"42"	11521	12612285	74.6
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Rhode Island"	"44"	992	1055003	81.4
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"South Carolina"	"45"	3902	4528996	78.1
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"South Dakota"	"46"	592	799124	65.2
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Tennessee"	"47"	5834	6247411	84.6
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Texas"	"48"	14486	24309039	68.4
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Utah"	"49"	579	2663029	28.7
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Vermont"	"50"	538	624151	73.5
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Virginia"	"51"	5736	7833496	72.5
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Washington"	"53"	4471	6562231	68.1
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"West Virginia"	"54"	2297	1840310	97.2
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Wisconsin"	"55"	4223	5640996	68.1
	"Respiratory System"	"22010-22060"	"2008"	"2008"	"Wyoming"	"56"	326	546043	56.8
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Alabama"	"01"	4382	4757938	81.4
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Alaska"	"02"	386	698895	76.3
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Arizona"	"04"	4113	6343154	60.0
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Arkansas"	"05"	2755	2896843	82.1
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"California"	"06"	19170	36961229	55.1
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Colorado"	"08"	2397	4972195	52.1
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Connecticut"	"09"	2840	3561807	69.6
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Delaware"	"10"	805	891730	79.0
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"District of Columbia"	"11"	383	592228	66.8
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Florida"	"12"	17782	18652644	72.0
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Georgia"	"13"	6829	9620846	77.4
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Hawaii"	"15"	830	1346717	52.4
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Idaho"	"16"	874	1554439	56.2
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Illinois"	"17"	10285	12796778	77.7
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Indiana"	"18"	5737	6459325	83.0
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Iowa"	"19"	2649	3032870	73.4
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Kansas"	"20"	2055	2832704	67.3
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Kentucky"	"21"	5085	4317074	105.8
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Louisiana"	"22"	3768	4491648	80.4
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Maine"	"23"	1437	1329590	84.6
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Maryland"	"24"	3979	5730388	67.0
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Massachusetts"	"25"	5574	6517613	76.1
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Michigan"	"26"	8343	9901591	74.9
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Minnesota"	"27"	3405	5281203	61.2
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Mississippi"	"28"	2705	2958774	86.0
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Missouri"	"29"	5755	5961088	85.3
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Montana"	"30"	773	983982	65.5
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Nebraska"	"31"	1252	1812683	63.1
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Nevada"	"32"	1820	2684665	68.4
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"New Hampshire"	"33"	1113	1316102	74.6
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"New Jersey"	"34"	6473	8755602	66.7
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"New Mexico"	"35"	1056	2036802	48.1
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"New York"	"36"	14690	19307066	68.9
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"North Carolina"	"37"	8082	9449566	79.7
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"North Dakota"	"38"	450	664968	58.3
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Ohio"	"39"	10618	11528896	80.4
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Oklahoma"	"40"	3226	3717572	79.0
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Oregon"	"41"	2881	3808600	67.1
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Pennsylvania"	"42"	11528	12666858	73.8
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Rhode Island"	"44"	976	1053646	80.3
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"South Carolina"	"45"	4053	4589872	79.2
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"South Dakota"	"46"	590	807067	63.6
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Tennessee"	"47"	6079	6306019	86.3
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Texas"	"48"	14003	24801761	64.2
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Utah"	"49"	677	2723421	32.7
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Vermont"	"50"	566	624817	76.3
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Virginia"	"51"	5822	7925937	71.5
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Washington"	"53"	4591	6667426	67.6
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"West Virginia"	"54"	2209	1847775	92.1
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Wisconsin"	"55"	4123	5669264	65.1
	"Respiratory System"	"22010-22060"	"2009"	"2009"	"Wyoming"	"56"	330	559851	56.4
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Alabama"	"01"	4352	4785161	78.9
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Alaska"	"02"	382	714021	70.7
	"Respiratory System"	"22010-22060"	"2010"	"2010"	"Arizona"	"04"	3888	6408208	54.8
