CBSA,CBSA Geography,Population Estimate,Year
36580,"Oneonta, NY","60,517",1990
36620,"Ontario, OR-ID","42,472",1990
36660,"Opelousas-Eunice, LA","80,331",1990
36700,"Orangeburg, SC","84,803",1990
36740,"Orlando, FL","1,224,852",1990
36780,"Oshkosh-Neenah, WI","140,320",1990
36820,"Oskaloosa, IA","21,522",1990
36860,"Ottawa-Streator, IL","148,331",1990
36900,"Ottumwa, IA","35,687",1990
36940,"Owatonna, MN","30,729",1990
36980,"Owensboro, KY","104,681",1990
37020,"Owosso, MI","69,770",1990
37060,"Oxford, MS","31,826",1990
37100,"Oxnard-Thousand Oaks-Ventura, CA","669,016",1990
37140,"Paducah, KY-IL","94,595",1990
37220,"Pahrump, NV","17,781",1990
37260,"Palatka, FL","65,070",1990
37300,"Palestine, TX","48,024",1990
37340,"Palm Bay-Melbourne-Titusville, FL","398,978",1990
37380,"Palm Coast, FL","28,701",1990
37420,"Pampa, TX","24,992",1990
37460,"Panama City-Lynn Haven, FL","126,994",1990
37500,"Paragould, AR","31,804",1990
37540,"Paris, TN","27,888",1990
37580,"Paris, TX","43,949",1990
37620,"Parkersburg-Marietta, WV-OH","161,907",1990
37660,"Parsons, KS","23,693",1990
37700,"Pascagoula, MS","131,916",1990
37740,"Payson, AZ","40,216",1990
37780,"Pecos, TX","15,852",1990
37820,"Pendleton-Hermiston, OR","66,874",1990
37860,"Pensacola-Ferry Pass-Brent, FL","344,406",1990
37900,"Peoria, IL","358,552",1990
37940,"Peru, IN","36,897",1990
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE","5,435,468",1990
37980,".Camden, NJ","1,127,972",1990
37980,".Philadelphia, PA","3,728,909",1990
37980,".Wilmington, DE-MD-NJ","578,587",1990
38020,"Phoenix Lake-Cedar Ridge, CA","48,456",1990
38060,"Phoenix-Mesa-Scottsdale, AZ","2,238,480",1990
38100,"Picayune, MS","38,714",1990
38180,"Pierre, SD","17,270",1990
38200,"Pierre Part, LA","22,753",1990
38220,"Pine Bluff, AR","106,958",1990
38260,"Pittsburg, KS","35,568",1990
38300,"Pittsburgh, PA","2,468,289",1990
38340,"Pittsfield, MA","139,352",1990
38380,"Plainview, TX","34,671",1990
38420,"Platteville, WI","49,264",1990
38460,"Plattsburgh, NY","85,969",1990
38500,"Plymouth, IN","42,182",1990
38540,"Pocatello, ID","73,112",1990
38580,"Point Pleasant, WV-OH","56,132",1990
38620,"Ponca City, OK","48,056",1990
38700,"Pontiac, IL","39,301",1990
38740,"Poplar Bluff, MO","38,765",1990
38780,"Portales, NM","16,702",1990
38820,"Port Angeles, WA","56,464",1990
38860,"Portland-South Portland, ME","441,257",1990
38900,"Portland-Vancouver-Beaverton, OR-WA","1,523,741",1990
38940,"Port St. Lucie-Fort Pierce, FL","251,071",1990
39020,"Portsmouth, OH","80,327",1990
39060,"Pottsville, PA","152,585",1990
39100,"Poughkeepsie-Newburgh-Middletown, NY","567,109",1990
39140,"Prescott, AZ","107,714",1990
39220,"Price, UT","20,228",1990
39260,"Prineville, OR","14,111",1990
39300,"Providence-New Bedford-Fall River, RI-MA","1,509,789",1990
39340,"Provo-Orem, UT","269,407",1990
39380,"Pueblo, CO","123,051",1990
39420,"Pullman, WA","38,775",1990
39460,"Punta Gorda, FL","110,975",1990
39500,"Quincy, IL-MO","76,323",1990
39540,"Racine, WI","175,034",1990
39580,"Raleigh-Cary, NC","541,100",1990
39660,"Rapid City, SD","103,221",1990
39700,"Raymondville, TX","17,705",1990
39740,"Reading, PA","336,523",1990
39780,"Red Bluff, CA","49,625",1990
39820,"Redding, CA","147,036",1990
39860,"Red Wing, MN","40,690",1990
39900,"Reno-Sparks, NV","257,193",1990
39940,"Rexburg, ID","34,611",1990
39980,"Richmond, IN","71,951",1990
40020,"Richmond, KY","72,311",1990
40060,"Richmond, VA","949,244",1990
40100,"Rio Grande City, TX","40,518",1990
40140,"Riverside-San Bernardino-Ontario, CA","2,588,793",1990
40180,"Riverton, WY","33,662",1990
40220,"Roanoke, VA","268,398",1990
40260,"Roanoke Rapids, NC","76,314",1990
40300,"Rochelle, IL","45,957",1990
40340,"Rochester, MN","141,945",1990
40380,"Rochester, NY","1,002,410",1990
40420,"Rockford, IL","283,719",1990
40460,"Rockingham, NC","44,518",1990
40500,"Rockland, ME","36,310",1990
40540,"Rock Springs, WY","38,823",1990
40580,"Rocky Mount, NC","133,235",1990
40620,"Rolla, MO","35,248",1990
40660,"Rome, GA","81,251",1990
40700,"Roseburg, OR","94,649",1990
40740,"Roswell, NM","57,849",1990
40780,"Russellville, AR","63,642",1990
40820,"Ruston, LA","57,450",1990
40860,"Rutland, VT","62,142",1990
40900,"Sacramento--Arden-Arcade--Roseville, CA","1,481,102",1990
40940,"Safford, AZ","34,562",1990
40980,"Saginaw-Saginaw Township North, MI","211,946",1990
41060,"St. Cloud, MN","148,976",1990
41100,"St. George, UT","48,560",1990
41140,"St. Joseph, MO-KS","115,816",1990
41180,"St. Louis, MO-IL","2,580,897",1990
41220,"St. Marys, GA","30,167",1990
41260,"St. Marys, PA","34,878",1990
41420,"Salem, OR","278,024",1990
41460,"Salina, KS","54,935",1990
41500,"Salinas, CA","355,660",1990
41540,"Salisbury, MD","97,779",1990
41580,"Salisbury, NC","110,605",1990
41620,"Salt Lake City, UT","768,075",1990
41660,"San Angelo, TX","100,087",1990
41700,"San Antonio, TX","1,407,745",1990
41740,"San Diego-Carlsbad-San Marcos, CA","2,498,016",1990
41780,"Sandusky, OH","76,779",1990
41820,"Sanford, NC","41,374",1990
41860,"San Francisco-Oakland-Fremont, CA","3,686,592",1990
41860,".Oakland-Fremont-Hayward, CA","2,082,914",1990
41860,".San Francisco-San Mateo-Redwood City, CA","1,603,678",1990
41940,"San Jose-Sunnyvale-Santa Clara, CA","1,534,274",1990
42020,"San Luis Obispo-Paso Robles, CA","217,162",1990
42060,"Santa Barbara-Santa Maria-Goleta, CA","369,608",1990
42100,"Santa Cruz-Watsonville, CA","229,734",1990
42140,"Santa Fe, NM","98,928",1990
42220,"Santa Rosa-Petaluma, CA","388,222",1990
42260,"Sarasota-Bradenton-Venice, FL","489,483",1990
42300,"Sault Ste. Marie, MI","34,604",1990
42340,"Savannah, GA","258,060",1990
42380,"Sayre, PA","60,967",1990
42420,"Scottsbluff, NE","36,877",1990
42460,"Scottsboro, AL","47,796",1990
42500,"Scottsburg, IN","20,991",1990
42540,"Scranton--Wilkes-Barre, PA","575,264",1990
42580,"Seaford, DE","113,229",1990
42620,"Searcy, AR","54,676",1990
42660,"Seattle-Tacoma-Bellevue, WA","2,559,164",1990
42660,".Seattle-Bellevue-Everett, WA","1,972,961",1990
42660,".Tacoma, WA","586,203",1990
42700,"Sebring, FL","68,432",1990
42740,"Sedalia, MO","35,437",1990
42780,"Selinsgrove, PA","36,680",1990
42820,"Selma, AL","48,130",1990
42860,"Seneca, SC","57,494",1990
42900,"Seneca Falls, NY","33,683",1990
42940,"Sevierville, TN","51,043",1990
42980,"Seymour, IN","37,730",1990
43060,"Shawnee, OK","58,760",1990
43100,"Sheboygan, WI","103,877",1990
43140,"Shelby, NC","84,714",1990
43180,"Shelbyville, TN","30,411",1990
43220,"Shelton, WA","38,341",1990
43260,"Sheridan, WY","23,562",1990
43300,"Sherman-Denison, TX","95,021",1990
43340,"Shreveport-Bossier City, LA","359,687",1990
43380,"Sidney, OH","44,915",1990
43420,"Sierra Vista-Douglas, AZ","97,624",1990
43460,"Sikeston, MO","39,376",1990
43500,"Silver City, NM","27,676",1990
43540,"Silverthorne, CO","12,881",1990
43580,"Sioux City, IA-NE-SD","131,350",1990
43620,"Sioux Falls, SD","153,500",1990
43660,"Snyder, TX","18,634",1990
43700,"Somerset, KY","49,489",1990
43740,"Somerset, PA","78,218",1990
43780,"South Bend-Mishawaka, IN-MI","296,529",1990
43860,"Southern Pines, NC","59,013",1990
43900,"Spartanburg, SC","226,800",1990
43940,"Spearfish, SD","20,655",1990
43980,"Spencer, IA","17,585",1990
44020,"Spirit Lake, IA","14,909",1990
44060,"Spokane, WA","361,364",1990
44100,"Springfield, IL","189,550",1990
44140,"Springfield, MA","672,970",1990
44180,"Springfield, MO","298,818",1990
44220,"Springfield, OH","147,548",1990
44260,"Starkville, MS","38,375",1990
44300,"State College, PA","123,786",1990
44340,"Statesboro, GA","43,125",1990
44380,"Statesville-Mooresville, NC","92,931",1990
44420,"Staunton-Waynesboro, VA","97,687",1990
44500,"Stephenville, TX","27,991",1990
44540,"Sterling, CO","17,567",1990
44580,"Sterling, IL","60,186",1990
44620,"Stevens Point, WI","61,405",1990
44660,"Stillwater, OK","61,507",1990
44700,"Stockton, CA","480,628",1990
44740,"Storm Lake, IA","19,965",1990
44780,"Sturgis, MI","58,913",1990
44860,"Sulphur Springs, TX","28,833",1990
44900,"Summerville, GA","22,242",1990
44940,"Sumter, SC","102,637",1990
44980,"Sunbury, PA","96,771",1990
45020,"Sweetwater, TX","16,594",1990
45060,"Syracuse, NY","659,864",1990
45140,"Tahlequah, OK","34,049",1990
45180,"Talladega-Sylacauga, AL","74,107",1990
45220,"Tallahassee, FL","259,096",1990
45260,"Tallulah, LA","12,463",1990
45300,"Tampa-St. Petersburg-Clearwater, FL","2,067,959",1990
45340,"Taos, NM","23,118",1990
45380,"Taylorville, IL","34,418",1990
45460,"Terre Haute, IN","166,578",1990
45500,"Texarkana, TX-Texarkana, AR","120,132",1990
45540,"The Villages, FL","31,577",1990
45580,"Thomaston, GA","26,300",1990
45620,"Thomasville, GA","38,986",1990
45660,"Tiffin-Fostoria, OH","59,733",1990
45700,"Tifton, GA","34,998",1990
45740,"Toccoa, GA","23,257",1990
45780,"Toledo, OH","654,157",1990
45820,"Topeka, KS","210,257",1990
45860,"Torrington, CT","174,092",1990
45900,"Traverse City, MI","106,497",1990
45940,"Trenton-Ewing, NJ","325,824",1990
45980,"Troy, AL","27,595",1990
46020,"Truckee-Grass Valley, CA","78,510",1990
46060,"Tucson, AZ","666,880",1990
46100,"Tullahoma, TN","79,785",1990
46140,"Tulsa, OK","761,019",1990
46180,"Tupelo, MS","107,835",1990
46220,"Tuscaloosa, AL","176,173",1990
46260,"Tuskegee, AL","24,928",1990
46300,"Twin Falls, ID","68,718",1990
46340,"Tyler, TX","151,309",1990
46380,"Ukiah, CA","80,345",1990
46420,"Union, SC","30,337",1990
46460,"Union City, TN-KY","39,988",1990
46500,"Urbana, OH","36,019",1990
46540,"Utica-Rome, NY","316,633",1990
46620,"Uvalde, TX","23,340",1990
46660,"Valdosta, GA","99,244",1990
46700,"Vallejo-Fairfield, CA","340,421",1990
46740,"Valley, AL","36,876",1990
46780,"Van Wert, OH","30,464",1990
46820,"Vermillion, SD","13,186",1990
46860,"Vernal, UT","22,211",1990
46900,"Vernon, TX","15,121",1990
46940,"Vero Beach, FL","90,208",1990
46980,"Vicksburg, MS","47,880",1990
47020,"Victoria, TX","99,394",1990
47180,"Vincennes, IN","39,884",1990
47220,"Vineland-Millville-Bridgeton, NJ","138,053",1990
47260,"Virginia Beach-Norfolk-Newport News, VA-NC","1,449,389",1990
47300,"Visalia-Porterville, CA","311,921",1990
47340,"Wabash, IN","35,069",1990
47380,"Waco, TX","189,123",1990
47420,"Wahpeton, ND-MN","25,664",1990
47460,"Walla Walla, WA","48,439",1990
47500,"Walterboro, SC","34,377",1990
47540,"Wapakoneta, OH","44,585",1990
47580,"Warner Robins, GA","89,208",1990
47620,"Warren, PA","45,050",1990
47660,"Warrensburg, MO","42,514",1990
47700,"Warsaw, IN","65,294",1990
47780,"Washington, IN","27,533",1990
47820,"Washington, NC","42,283",1990
47860,"Washington, OH","27,466",1990
47900,"Washington-Arlington-Alexandria, DC-VA-MD","4,122,914",1990
47900,".Bethesda-Frederick-Gaithersburg, MD","907,235",1990
47900,".Washington-Arlington-Alexandria, DC-VA-MD-WV","3,215,679",1990
47940,"Waterloo-Cedar Falls, IA","158,640",1990
47980,"Watertown, SD","27,672",1990
48020,"Watertown-Fort Atkinson, WI","67,783",1990
48060,"Watertown-Fort Drum, NY","110,943",1990
48100,"Wauchula, FL","19,499",1990
48140,"Wausau, WI","115,400",1990
48180,"Waycross, GA","48,799",1990
48260,"Weirton-Steubenville, WV-OH","142,523",1990
48300,"Wenatchee, WA","78,455",1990
48340,"West Helena, AR","28,838",1990
48460,"West Plains, MO","31,447",1990
48540,"Wheeling, WV-OH","159,301",1990
48580,"Whitewater, WI","75,000",1990
48620,"Wichita, KS","511,111",1990
48660,"Wichita Falls, TX","140,375",1990
48700,"Williamsport, PA","118,710",1990
48740,"Willimantic, CT","102,525",1990
48780,"Williston, ND","21,129",1990
48820,"Willmar, MN","38,761",1990
48900,"Wilmington, NC","200,124",1990
48940,"Wilmington, OH","35,415",1990
48980,"Wilson, NC","66,061",1990
49020,"Winchester, VA-WV","84,168",1990
49060,"Winfield, KS","36,915",1990
49100,"Winona, MN","47,828",1990
49180,"Winston-Salem, NC","361,448",1990
49220,"Wisconsin Rapids-Marshfield, WI","73,605",1990
49260,"Woodward, OK","18,976",1990
49300,"Wooster, OH","101,461",1990
49340,"Worcester, MA","709,705",1990
49380,"Worthington, MN","20,098",1990
49420,"Yakima, WA","188,823",1990
49460,"Yankton, SD","19,252",1990
49540,"Yazoo City, MS","25,506",1990
49620,"York-Hanover, PA","339,574",1990
49660,"Youngstown-Warren-Boardman, OH-PA","613,622",1990
49700,"Yuba City-Marysville, CA","122,643",1990
49740,"Yuma, AZ","106,895",1990
49780,"Zanesville, OH","82,068",1990
